"value" "AUC" "True prevalence" "type" "mean" "lower CI" "upper CI" "size.interval"
"1120" 0.0241 "0.85" 0.04 "High specificity - uncorrected" 0.0847396276542362 0.0628491620111725 0.105376344086022 0.0425271820748495
"1121" 0.2677 "0.9" 0.08 "Max Youden - uncorrected" 0.0869754957776244 0.0655559015882903 0.107737361282368 0.0421814596940777
"1122" 0.025 "0.9" 0.08 "High specificity - uncorrected" 0.0689033247417247 0.0476956055734186 0.0904392764857877 0.0427436709123691
"1125" 0.3328 "0.8" 0.01 "Max Youden - uncorrected" 0.0218478185882583 -0.0110459873760147 0.0540136635354395 0.0650596509114542
"1126" 0.0114 "0.8" 0.01 "High specificity - uncorrected" 0.0098529420477692 -0.0557491289198604 0.0579545454545466 0.113703674374407
"1127" 0.21 "0.95" 0.08 "Max Youden - uncorrected" 0.0754892352649971 0.0589798087141339 0.0909442724458205 0.0319644637316866
"1128" 0.0378 "0.95" 0.08 "High specificity - uncorrected" 0.0793229848795317 0.0646399055489966 0.0962106299212596 0.031570724372263
"1131" 0.3142 "0.85" 0.08 "Max Youden - uncorrected" 0.0735125267154104 0.046832491255344 0.100693177672382 0.053860686417038
"1132" 0.0223 "0.85" 0.08 "High specificity - uncorrected" 0.0922109584519123 0.0633680555555563 0.118721461187215 0.0553534056316587
"1133" 0.3177 "0.85" 0.08 "Max Youden - uncorrected" 0.0609340894448875 0.0299727520435969 0.0898248229593739 0.059852070915777
"1134" 0.0145 "0.85" 0.08 "High specificity - uncorrected" 0.0498685064639759 -0.00443786982248471 0.0938438438438435 0.0982817136663282
"1135" 0.3081 "0.8" 0.04 "Max Youden - uncorrected" 0.0387570784841932 0.00285463328941607 0.0719517449375267 0.0690971116481106
"1136" 0.0175 "0.8" 0.04 "High specificity - uncorrected" 0.0896199523057423 0.0421686746987939 0.129357798165138 0.0871891234663441
"1141" 0.3048 "0.85" 0.08 "Max Youden - uncorrected" 0.0745503946344816 0.0474990306320279 0.100563909774436 0.0530648791424081
"1142" 0.0168 "0.85" 0.08 "High specificity - uncorrected" 0.0620598683256173 0.0311804008908677 0.0956204379562052 0.0644400370653375
"1143" 0.3009 "0.85" 0.04 "Max Youden - uncorrected" 0.0440896628628544 0.0154934965570008 0.0721824349792687 0.0566889384222679
"1144" 0.0139 "0.85" 0.04 "High specificity - uncorrected" 0.0320103716961041 -0.0110565110565112 0.0693641618497113 0.0804206729062225
"1145" 0.3128 "0.85" 0.04 "Max Youden - uncorrected" 0.0520808355704579 0.0236323036844063 0.0794964028776979 0.0558640991932916
"1146" 0.0117 "0.85" 0.04 "High specificity - uncorrected" 0.0199355294593319 -0.0228494623655919 0.0604781997187057 0.0833276620842976
"1149" 0.2685 "0.9" 0.08 "Max Youden - uncorrected" 0.0768576600148338 0.0533459595959597 0.0990595611285265 0.0457136015325668
"1150" 0.022 "0.9" 0.08 "High specificity - uncorrected" 0.0625862167848945 0.0387288977159882 0.0870702541106132 0.048341356394625
"1151" 0.1437 "0.95" 0.01 "Max Youden - uncorrected" 0.00777179725206348 -0.00949197860962566 0.0244572325398901 0.0339492111495158
"1152" 0.0125 "0.95" 0.01 "High specificity - uncorrected" 0.00600395825560121 -0.0042325056433407 0.0145000000000001 0.0187325056433408
"1153" 0.3761 "0.8" 0.08 "Max Youden - uncorrected" 0.0899681580451799 0.0560810810810814 0.12380538662033 0.0677243055392486
"1154" 0.0145 "0.8" 0.08 "High specificity - uncorrected" 0.0654573924887675 0.0182119205297993 0.114734299516909 0.0965223789871097
"1159" 0.3713 "0.8" 0.01 "Max Youden - uncorrected" 0.022568946739005 -0.0136258660508084 0.0561946902654864 0.0698205563162948
"1160" 0.0137 "0.8" 0.01 "High specificity - uncorrected" 0.0445925918502247 -0.00480769230769178 0.0895522388059713 0.0943599311136631
"1161" 0.202 "0.9" 0.01 "Max Youden - uncorrected" 0.0105371201245057 -0.01136 0.0302984165651645 0.0416584165651645
"1162" 0.0121 "0.9" 0.01 "High specificity - uncorrected" 0.0118753331539875 -0.00295159386068444 0.0252479711451761 0.0281995650058605
"1167" 0.2072 "0.95" 0.08 "Max Youden - uncorrected" 0.0874513791711773 0.0714099216710182 0.103243670886076 0.0318337492150578
"1168" 0.0476 "0.95" 0.08 "High specificity - uncorrected" 0.0890865226539281 0.0768599562363239 0.100771456123433 0.0239114998871091
"1169" 0.3218 "0.8" 0.01 "Max Youden - uncorrected" 0.0436801005480494 0.0102754700480978 0.0776410691557063 0.0673655991076085
"1170" 0.0119 "0.8" 0.01 "High specificity - uncorrected" 0.0214998745992605 -0.0164670658682633 0.0575980392156854 0.0740651050839487
"1173" 0.2262 "0.9" 0.01 "Max Youden - uncorrected" 0.00802030977123201 -0.0144927536231884 0.0291576673866089 0.0436504210097973
"1174" 0.0129 "0.9" 0.01 "High specificity - uncorrected" 0.0139934229507124 -0.00984251968503901 0.0304937076476281 0.0403362273326671
"1183" 0.1984 "0.95" 0.08 "Max Youden - uncorrected" 0.0885085605164688 0.073053251271073 0.104998677598519 0.031945426327446
"1184" 0.0428 "0.95" 0.08 "High specificity - uncorrected" 0.0849252152432029 0.0708973723351511 0.0985221674876848 0.0276247951525337
"1189" 0.3448 "0.8" 0.08 "Max Youden - uncorrected" 0.0669170509238259 0.0314716312056737 0.0985494880546076 0.0670778568489339
"1190" 0.0199 "0.8" 0.08 "High specificity - uncorrected" 0.111312689782851 0.0638297872340434 0.156028368794327 0.0921985815602836
"1193" 0.1521 "0.95" 0.01 "Max Youden - uncorrected" 0.0037695435263836 -0.0136671177266576 0.0199624866023579 0.0336296043290155
"1194" 0.012 "0.95" 0.01 "High specificity - uncorrected" 0.00606139983093568 -0.00300300300300301 0.0145000000000001 0.0175030030030031
"1197" 0.3196 "0.85" 0.04 "Max Youden - uncorrected" 0.0518798674927608 0.0241628614916285 0.0792246894994355 0.055061828007807
"1198" 0.0134 "0.85" 0.04 "High specificity - uncorrected" 0.0284776219239563 -0.00130208333333319 0.0555555555555556 0.0568576388888888
"1205" 0.2742 "0.9" 0.08 "Max Youden - uncorrected" 0.0727803207563923 0.0509391913403375 0.0951286764705883 0.0441894851302508
"1206" 0.0215 "0.9" 0.08 "High specificity - uncorrected" 0.0621001427166646 0.0399032648125752 0.0841983852364472 0.044295120423872
"1207" 0.3429 "0.8" 0.08 "Max Youden - uncorrected" 0.0901710447713858 0.058773058773059 0.120308590492077 0.061535531719018
"1208" 0.0157 "0.8" 0.08 "High specificity - uncorrected" 0.0809425374697179 -0.0124481327800839 0.136138613861385 0.148586746641469
"1211" 0.2566 "0.85" 0.04 "Max Youden - uncorrected" 0.0680549981839808 0.0423146473779387 0.0940594059405943 0.0517447585626556
"1212" 0.0159 "0.85" 0.04 "High specificity - uncorrected" 0.0482649451227254 0.0229357798165133 0.0747663551401873 0.051830575323674
"1215" 0.1353 "0.95" 0.01 "Max Youden - uncorrected" 0.0037617508448676 -0.0115722266560254 0.0176807072282892 0.0292529338843146
"1216" 0.0151 "0.95" 0.01 "High specificity - uncorrected" 0.0135616261260849 0.00322580645161326 0.0238322211630124 0.0206064147113991
"1221" 0.268 "0.85" 0.01 "Max Youden - uncorrected" 0.00960207982120165 -0.0207547169811319 0.0377671333824612 0.0585218503635931
"1222" 0.0145 "0.85" 0.01 "High specificity - uncorrected" 0.0335342924567676 0.00331674958540594 0.0595238095238103 0.0562070599384044
"1223" 0.2275 "0.9" 0.01 "Max Youden - uncorrected" 0.0207785495329427 -0.000158629441624348 0.0414499847048025 0.0416086141464269
"1224" 0.0104 "0.9" 0.01 "High specificity - uncorrected" 0.00292564575851041 -0.0149942329873128 0.0225040916530281 0.0374983246403409
"1225" 0.3226 "0.8" 0.01 "Max Youden - uncorrected" 0.0438406618118279 0.0062667860340195 0.0772727272727269 0.0710059412387074
"1226" 0.0115 "0.8" 0.01 "High specificity - uncorrected" 0.017516773763318 -0.031598513011153 0.0558139534883712 0.0874124664995242
"1229" 0.3497 "0.8" 0.04 "Max Youden - uncorrected" 0.0510026651140358 0.0178497301784972 0.0838954468802699 0.0660457167017727
"1230" 0.014 "0.8" 0.04 "High specificity - uncorrected" 0.0398720209117505 -0.0166666666666665 0.0913043478260865 0.107971014492753
"1231" 0.1415 "0.95" 0.01 "Max Youden - uncorrected" 0.00874570674859051 -0.00643044619422574 0.0241956578603191 0.0306261040545448
"1232" 0.0129 "0.95" 0.01 "High specificity - uncorrected" 0.00681650988275661 -0.00111234705228019 0.0149786019971469 0.0160909490494271
"1241" 0.313 "0.85" 0.04 "Max Youden - uncorrected" 0.0582446453134037 0.0281716417910446 0.0876361081840535 0.0594644663930089
"1242" 0.0128 "0.85" 0.04 "High specificity - uncorrected" 0.0328156647155977 0.00624999999999931 0.0646687697160882 0.0584187697160889
"1245" 0.1658 "0.95" 0.01 "Max Youden - uncorrected" 0.0200835841356101 0.00477707006369433 0.0350376330132366 0.0302605629495423
"1246" 0.0127 "0.95" 0.01 "High specificity - uncorrected" 0.00840421554908566 -0.000945775535939716 0.0189309576837414 0.0198767332196811
"1251" 0.3421 "0.85" 0.08 "Max Youden - uncorrected" 0.106812239626169 0.0803829479768786 0.133973894126178 0.0535909461492994
"1252" 0.0178 "0.85" 0.08 "High specificity - uncorrected" 0.0734364225144034 0.0357142857142856 0.110154905335627 0.0744406196213414
"1255" 0.2554 "0.9" 0.04 "Max Youden - uncorrected" 0.0631211899846509 0.0408805031446541 0.0845134076529075 0.0436329045082534
"1256" 0.0213 "0.9" 0.04 "High specificity - uncorrected" 0.0548033793148928 0.0372549019607846 0.0725738396624467 0.0353189377016621
"1257" 0.1521 "0.95" 0.01 "Max Youden - uncorrected" 0.026707150961646 0.0120667522464696 0.0419661190965092 0.0298993668500396
"1258" 0.0131 "0.95" 0.01 "High specificity - uncorrected" 0.00887791999997749 0.00123380629241196 0.0164015904572563 0.0151677841648443
"1261" 0.3482 "0.8" 0.08 "Max Youden - uncorrected" 0.0822234017958397 0.046590909090909 0.11511728931364 0.068526380222731
"1262" 0.013 "0.8" 0.08 "High specificity - uncorrected" 0.0434449613064558 0.00155763239875372 0.0925414364640874 0.0909838040653337
"1263" 0.1949 "0.95" 0.08 "Max Youden - uncorrected" 0.0929911477167831 0.0784031413612566 0.108259510161542 0.0298563688002854
"1264" 0.0433 "0.95" 0.08 "High specificity - uncorrected" 0.0816736748613134 0.0682170542635658 0.0944802578565672 0.0262632035930014
"1267" 0.3572 "0.8" 0.08 "Max Youden - uncorrected" 0.0912945506840083 0.0573583180987201 0.125272806634657 0.0679144885359369
"1268" 0.0168 "0.8" 0.08 "High specificity - uncorrected" 0.0855680490811055 0.0366242038216556 0.126829268292682 0.0902050644710264
"1269" 0.3276 "0.8" 0.01 "Max Youden - uncorrected" 0.0175914091555284 -0.016622340425532 0.0524978831498729 0.0691202235754049
"1270" 0.0114 "0.8" 0.01 "High specificity - uncorrected" 0.0176377303989662 -0.030575539568346 0.0560165975103742 0.0865921370787202
"1271" 0.1289 "0.95" 0.01 "Max Youden - uncorrected" 0.0167364587012261 0.00119395065003967 0.0323854660347551 0.0311915153847154
"1272" 0.0123 "0.95" 0.01 "High specificity - uncorrected" 0.00715726898820581 -0.00221975582685911 0.0168806466951971 0.0191004025220562
"1273" 0.3162 "0.85" 0.08 "Max Youden - uncorrected" 0.0780391763083443 0.0487804878048778 0.10945644080417 0.0606759529992922
"1274" 0.0227 "0.85" 0.08 "High specificity - uncorrected" 0.0950999825251137 0.0583333333333338 0.124633431085043 0.0663000977517092
"1275" 0.2476 "0.9" 0.04 "Max Youden - uncorrected" 0.0546307304123628 0.0330928481806777 0.075030750307503 0.0419379021268253
"1276" 0.016 "0.9" 0.04 "High specificity - uncorrected" 0.0330270345576546 0.0133982947624846 0.0528893241919683 0.0394910294294837
"1279" 0.2414 "0.9" 0.04 "Max Youden - uncorrected" 0.0442149307283006 0.0232774674115455 0.0656580937972767 0.0423806263857312
"1280" 0.018 "0.9" 0.04 "High specificity - uncorrected" 0.041254232236124 0.0225433526011561 0.061567164179105 0.0390238115779489
"1287" 0.2786 "0.85" 0.04 "Max Youden - uncorrected" 0.0442893622381342 0.0176211453744494 0.0699491279069767 0.0523279825325273
"1288" 0.0157 "0.85" 0.04 "High specificity - uncorrected" 0.0509458193242502 0.021428571428571 0.0808297567954227 0.0594011853668517
"1289" 0.229 "0.9" 0.01 "Max Youden - uncorrected" 0.00882342711878908 -0.0144230769230769 0.031047265987025 0.0454703429101019
"1290" 0.0099 "0.9" 0.01 "High specificity - uncorrected" -0.000518391017494257 -0.0195954487989886 0.0173501577287071 0.0369456065276957
"1295" 0.3516 "0.8" 0.04 "Max Youden - uncorrected" 0.0604692215753185 0.0282937365010797 0.0917508417508419 0.0634571052497622
"1296" 0.0122 "0.8" 0.04 "High specificity - uncorrected" 0.0196677280553458 -0.0457875457875448 0.0652173913043463 0.111004937091891
"1299" 0.2938 "0.85" 0.08 "Max Youden - uncorrected" 0.0645106314437541 0.0354499415660304 0.0902366863905325 0.0547867448245021
"1300" 0.0179 "0.85" 0.08 "High specificity - uncorrected" 0.0775347765595664 0.0481132075471708 0.106837606837606 0.0587243992904352
"1303" 0.2099 "0.9" 0.04 "Max Youden - uncorrected" 0.0465548166797679 0.0274418604651164 0.0657894736842105 0.0383476132190941
"1304" 0.0181 "0.9" 0.04 "High specificity - uncorrected" 0.040743385819968 0.0260000000000005 0.055853440571939 0.0298534405719385
"1307" 0.1992 "0.95" 0.08 "Max Youden - uncorrected" 0.082156398495672 0.0661550674781689 0.0982651475919214 0.0321100801137525
"1308" 0.0427 "0.95" 0.08 "High specificity - uncorrected" 0.0841312189734298 0.0714641434262947 0.0985088115680074 0.0270446681417127
"1311" 0.2095 "0.9" 0.01 "Max Youden - uncorrected" 0.0286049595037331 0.00668364099299806 0.0511328842620941 0.044449243269096
"1312" 0.0115 "0.9" 0.01 "High specificity - uncorrected" 0.00942768812871032 -0.00864197530864171 0.0272895467160038 0.0359315220246455
"1315" 0.3063 "0.85" 0.01 "Max Youden - uncorrected" 0.0326534786966546 0.00477765527379669 0.0586170586170588 0.0538394033432621
"1316" 0.0105 "0.85" 0.01 "High specificity - uncorrected" -0.000415648089432231 -0.0402010050251254 0.028145695364239 0.0683467003893644
"1317" 0.2729 "0.85" 0.01 "Max Youden - uncorrected" 0.00115742952851511 -0.0272692601067887 0.0299192364170337 0.0571884965238224
"1318" 0.0134 "0.85" 0.01 "High specificity - uncorrected" 0.0271290445875341 -0.00865384615384626 0.0578859060402677 0.066539752194114
"1319" 0.2565 "0.85" 0.04 "Max Youden - uncorrected" 0.0629075397589812 0.0355975299673085 0.0879316482734067 0.0523341183060982
"1320" 0.0147 "0.85" 0.04 "High specificity - uncorrected" 0.0420025508528255 0.009183673469389 0.073883161512027 0.064699488042638
"1323" 0.2756 "0.85" 0.04 "Max Youden - uncorrected" 0.0548687304003367 0.0251989389920426 0.0820298290287376 0.056830890036695
"1324" 0.0211 "0.85" 0.04 "High specificity - uncorrected" 0.0760636151329556 0.0495207667731628 0.102257636122178 0.0527368693490152
"1325" 0.1572 "0.95" 0.01 "Max Youden - uncorrected" 0.00393523409279372 -0.0132396649554175 0.0195250659630606 0.0327647309184781
"1326" 0.0142 "0.95" 0.01 "High specificity - uncorrected" 0.0118339886285261 0.00293020777837001 0.0208450704225354 0.0179148626441654
"1327" 0.1871 "0.95" 0.04 "Max Youden - uncorrected" 0.0534156644225881 0.03766302901251 0.0690875721027792 0.0314245430902692
"1328" 0.0256 "0.95" 0.04 "High specificity - uncorrected" 0.0419735956242333 0.0308381655245125 0.0582366589327144 0.0273984934082019
"1329" 0.2788 "0.9" 0.08 "Max Youden - uncorrected" 0.0754476315726256 0.0515822784810126 0.0969216702224933 0.0453393917414807
"1330" 0.0256 "0.9" 0.08 "High specificity - uncorrected" 0.0789230074670547 0.0605128205128207 0.100239616613418 0.0397267961005973
"1331" 0.2847 "0.85" 0.01 "Max Youden - uncorrected" -0.0045169992955048 -0.0324980422866091 0.0260051641460716 0.0585032064326807
"1332" 0.0118 "0.85" 0.01 "High specificity - uncorrected" 0.0183611686540096 -0.00982318271119845 0.0474074074074071 0.0572305901186056
"1333" 0.33 "0.8" 0.08 "Max Youden - uncorrected" 0.100145520611364 0.0664182376150811 0.130651182082124 0.0642329444670429
"1334" 0.0165 "0.8" 0.08 "High specificity - uncorrected" 0.0804931053006012 0.018965517241381 0.123173277661796 0.104207760420415
"1337" 0.1686 "0.95" 0.04 "Max Youden - uncorrected" 0.0297539462422667 0.0137847965738758 0.0462480458572174 0.0324632492833416
"1338" 0.0253 "0.95" 0.04 "High specificity - uncorrected" 0.0394575839202758 0.0300466744457409 0.0483067729083667 0.0182600984626258
"1339" 0.1492 "0.95" 0.01 "Max Youden - uncorrected" 0.0205106276138975 0.00431598221292189 0.0364331210191082 0.0321171388061863
"1340" 0.0138 "0.95" 0.01 "High specificity - uncorrected" 0.0112449355417269 0 0.0224963715529755 0.0224963715529755
"1341" 0.2448 "0.9" 0.04 "Max Youden - uncorrected" 0.0373073264437393 0.0157693532972284 0.0588051298091959 0.0430357765119675
"1342" 0.0198 "0.9" 0.04 "High specificity - uncorrected" 0.0473456263213302 0.0278436018957342 0.0631290027447394 0.0352854008490052
"1347" 0.2199 "0.9" 0.04 "Max Youden - uncorrected" 0.0273974030574053 0.00619295958279013 0.048028785982478 0.0418358263996879
"1348" 0.0159 "0.9" 0.04 "High specificity - uncorrected" 0.0299773569948491 0.00628930817610133 0.0490549054905487 0.0427655973144474
"1349" 0.2443 "0.9" 0.04 "Max Youden - uncorrected" 0.0612793011192246 0.0401574803149608 0.0817102860620817 0.0415528057471209
"1350" 0.0224 "0.9" 0.04 "High specificity - uncorrected" 0.0508130981914094 0.0348717948717944 0.0646024464831809 0.0297306516113865
"1351" 0.1762 "0.95" 0.04 "Max Youden - uncorrected" 0.0443456508980343 0.0284750337381918 0.0591511936339522 0.0306761598957604
"1352" 0.0263 "0.95" 0.04 "High specificity - uncorrected" 0.0456570701730764 0.0332167832167834 0.0591029023746701 0.0258861191578867
"1355" 0.1427 "0.95" 0.01 "Max Youden - uncorrected" -0.000750138063899582 -0.0162853297442799 0.015881280916428 0.0321666106607079
"1356" 0.0136 "0.95" 0.01 "High specificity - uncorrected" 0.00924616120052059 -0.00475888324873115 0.0204425204425203 0.0252014036912514
"1357" 0.2702 "0.85" 0.01 "Max Youden - uncorrected" -0.00200175573903946 -0.0298333979077876 0.0255083179297598 0.0553417158375474
"1358" 0.0129 "0.85" 0.01 "High specificity - uncorrected" 0.0277163342386414 -0.000982318271119736 0.0545087483176312 0.0554910665887509
"1359" 0.2773 "0.85" 0.08 "Max Youden - uncorrected" 0.0479525674505626 0.0180608365019013 0.0752830188679246 0.0572221823660233
"1360" 0.0193 "0.85" 0.08 "High specificity - uncorrected" 0.0753177040306704 0.0468451242829819 0.109558823529411 0.0627136992464291
"1361" 0.3119 "0.8" 0.01 "Max Youden - uncorrected" 0.0265237233217729 -0.00956632653061213 0.0591887417218542 0.0687550682524663
"1362" 0.0132 "0.8" 0.01 "High specificity - uncorrected" 0.0245923780385726 -0.0351851851851854 0.0692431561996774 0.104428341384863
"1365" 0.3442 "0.8" 0.04 "Max Youden - uncorrected" 0.0613352957262869 0.028104575163399 0.0981554677206855 0.0700508925572865
"1366" 0.0177 "0.8" 0.04 "High specificity - uncorrected" 0.0964853517019328 0.0471428571428583 0.14179104477612 0.0946481876332617
"1369" 0.335 "0.8" 0.04 "Max Youden - uncorrected" 0.0324705942695068 -0.00337837837837851 0.0683760683760684 0.0717544467544469
"1370" 0.0115 "0.8" 0.04 "High specificity - uncorrected" 0.0196458304335332 -0.0781250000000001 0.0811594202898558 0.159284420289856
"1371" 0.397 "0.8" 0.08 "Max Youden - uncorrected" 0.0873548184607941 0.0541316836058329 0.118343195266272 0.0642115116604391
"1372" 0.0173 "0.8" 0.08 "High specificity - uncorrected" 0.0998293220354663 0.0559006211180132 0.146529562982006 0.0906289418639928
"1373" 0.2136 "0.95" 0.08 "Max Youden - uncorrected" 0.0784177788594694 0.0617021276595745 0.0937500000000001 0.0320478723404256
"1374" 0.0394 "0.95" 0.08 "High specificity - uncorrected" 0.0782668997105238 0.0614663726571113 0.0921717171717171 0.0307053445146058
"1375" 0.1588 "0.95" 0.01 "Max Youden - uncorrected" 0.0207599136036986 0.00492866407263298 0.0375478927203066 0.0326192286476736
"1376" 0.0125 "0.95" 0.01 "High specificity - uncorrected" 0.00692646480279068 -0.00254957507082156 0.0152195608782435 0.0177691359490651
"1381" 0.2643 "0.9" 0.04 "Max Youden - uncorrected" 0.05838653326363 0.0353142501555693 0.0813918757467144 0.0460776255911451
"1382" 0.0211 "0.9" 0.04 "High specificity - uncorrected" 0.0542958019082497 0.0345177664974615 0.0700171821305841 0.0354994156331226
"1383" 0.3405 "0.8" 0.08 "Max Youden - uncorrected" 0.0969401876724265 0.0640631856077225 0.130330722367276 0.0662675367595535
"1384" 0.0191 "0.8" 0.08 "High specificity - uncorrected" 0.110943570638156 0.0496453900709204 0.162322274881517 0.112676884810597
"1385" 0.3463 "0.8" 0.04 "Max Youden - uncorrected" 0.0555575241129338 0.0183609493954321 0.0908311910882605 0.0724702416928284
"1386" 0.0118 "0.8" 0.04 "High specificity - uncorrected" 0.0337848146193743 -0.0291828793774331 0.0946666666666652 0.123849546044098
"1387" 0.2854 "0.85" 0.04 "Max Youden - uncorrected" 0.0434583504683967 0.0160291438979962 0.0702702702702705 0.0542411263722743
"1388" 0.0155 "0.85" 0.04 "High specificity - uncorrected" 0.0423383912448513 0.0106837606837595 0.0684684684684689 0.0577847077847094
"1389" 0.2929 "0.85" 0.01 "Max Youden - uncorrected" 0.0268451206287352 -0.000188536953242815 0.0520869870220976 0.0522755239753404
"1390" 0.0143 "0.85" 0.01 "High specificity - uncorrected" 0.0357591236549494 0.0040404040404036 0.0612094395280234 0.0571690354876198
"1393" 0.2134 "0.9" 0.01 "Max Youden - uncorrected" 0.0309526469521831 0.0100494743351885 0.050406259404153 0.0403567850689645
"1394" 0.0158 "0.9" 0.01 "High specificity - uncorrected" 0.0228504077594658 0.00288350634371364 0.038109756097561 0.0352262497538474
"1405" 0.2808 "0.85" 0.01 "Max Youden - uncorrected" 0.0117908915074998 -0.0166479610924054 0.0395158419366322 0.0561638030290376
"1406" 0.0094 "0.85" 0.01 "High specificity - uncorrected" -0.00474492320812214 -0.050480769230769 0.0274636510500814 0.0779444202808504
"1407" 0.314 "0.85" 0.08 "Max Youden - uncorrected" 0.087720593736104 0.0609059763989342 0.112574183976261 0.0516682075773268
"1408" 0.0152 "0.85" 0.08 "High specificity - uncorrected" 0.0511143461522618 0.00142450142450127 0.0967283072546218 0.0953038058301205
"1409" 0.1449 "0.95" 0.01 "Max Youden - uncorrected" 0.00493340369342624 -0.0106044538706257 0.0199898141074612 0.0305942679780869
"1410" 0.0164 "0.95" 0.01 "High specificity - uncorrected" 0.0160861719018263 0.00727370689655152 0.024733268671193 0.0174595617746415
"1417" 0.2224 "0.9" 0.01 "Max Youden - uncorrected" -0.00510187377234672 -0.0280757097791799 0.017522287119582 0.0455979968987619
"1418" 0.0115 "0.9" 0.01 "High specificity - uncorrected" 0.00667738642297889 -0.0102533172496986 0.0222327341532636 0.0324860514029622
"1421" 0.2494 "0.9" 0.04 "Max Youden - uncorrected" 0.0474615857984345 0.0241553520682035 0.0697746217968507 0.0456192697286472
"1422" 0.0153 "0.9" 0.04 "High specificity - uncorrected" 0.0294182460673943 0.0136554621848736 0.0458412098298679 0.0321857476449943
"1425" 0.2982 "0.85" 0.01 "Max Youden - uncorrected" 0.00208866310698001 -0.0294921875 0.0320059545962037 0.0614981420962037
"1426" 0.0087 "0.85" 0.01 "High specificity - uncorrected" -0.0134510276521459 -0.0802238805970142 0.0337711069418391 0.113994987538853
"1429" 0.1692 "0.95" 0.01 "Max Youden - uncorrected" -0.00447491926492167 -0.0220726783310903 0.0141721854304635 0.0362448637615538
"1430" 0.0131 "0.95" 0.01 "High specificity - uncorrected" 0.00978002749849096 0.00206611570247911 0.0184864240323511 0.016420308329872
"1431" 0.2087 "0.95" 0.08 "Max Youden - uncorrected" 0.0764712431917777 0.0590582601755786 0.09229343220339 0.0332351720278114
"1432" 0.0466 "0.95" 0.08 "High specificity - uncorrected" 0.0909446136970798 0.0791974656810983 0.104117368670137 0.0249199029890387
"1433" 0.3008 "0.85" 0.08 "Max Youden - uncorrected" 0.0783697752868007 0.0505031680954154 0.104417670682731 0.0539145025873156
"1434" 0.0238 "0.85" 0.08 "High specificity - uncorrected" 0.110483490713445 0.0822306238185249 0.138775510204081 0.0565448863855561
"1435" 0.31 "0.8" 0.01 "Max Youden - uncorrected" 0.0197952197958284 -0.0172109443954105 0.052179379715004 0.0693903241104145
"1436" 0.0103 "0.8" 0.01 "High specificity - uncorrected" 0.00319586497655576 -0.0382262996941905 0.0504926108374384 0.0887189105316289
"1439" 0.3051 "0.8" 0.01 "Max Youden - uncorrected" 0.0129295850297738 -0.0219478737997255 0.0473842195540309 0.0693320933537564
"1440" 0.0101 "0.8" 0.01 "High specificity - uncorrected" 0.00194158400062098 -0.0622837370242222 0.050904977375565 0.113188714399787
"1441" 0.3142 "0.8" 0.01 "Max Youden - uncorrected" -0.0043485661313607 -0.0433472415391746 0.0333476764199657 0.0766949179591403
"1442" 0.01 "0.8" 0.01 "High specificity - uncorrected" -0.00658052443700755 -0.0706521739130438 0.0411931818181804 0.111845355731224
"1443" 0.1595 "0.95" 0.01 "Max Youden - uncorrected" 0.0230622952667217 0.00755208333333337 0.0386381025248661 0.0310860191915327
"1444" 0.0127 "0.95" 0.01 "High specificity - uncorrected" 0.00775463148726564 -0.000901442307692208 0.0159101544220868 0.016811596729779
"1445" 0.2522 "0.9" 0.01 "Max Youden - uncorrected" 0.0199739722006584 -0.005790297339593 0.0478558110627721 0.0536461084023651
"1446" 0.0121 "0.9" 0.01 "High specificity - uncorrected" 0.00959585549465169 -0.00898876404494346 0.0289403383793408 0.0379291024242843
"1447" 0.2436 "0.9" 0.04 "Max Youden - uncorrected" 0.0528549029132856 0.0312105926860026 0.0741133676871778 0.0429027750011752
"1448" 0.0202 "0.9" 0.04 "High specificity - uncorrected" 0.0481485643039917 0.0305882352941182 0.0652573529411764 0.0346691176470582
"1449" 0.2566 "0.85" 0.01 "Max Youden - uncorrected" 0.0312432345724174 0.00244728915662665 0.0583212209302326 0.055873931773606
"1450" 0.0102 "0.85" 0.01 "High specificity - uncorrected" 0.00352243317603248 -0.0328638497652585 0.0322580645161293 0.0651219142813878
"1453" 0.1833 "0.95" 0.04 "Max Youden - uncorrected" 0.0402009521914705 0.0248553392951077 0.0550182958703607 0.030162956575253
"1454" 0.0299 "0.95" 0.04 "High specificity - uncorrected" 0.0482742920987776 0.0368831168831169 0.0578613281250001 0.0209782112418832
"1455" 0.3109 "0.8" 0.04 "Max Youden - uncorrected" 0.0419278967108244 0.00802951388888897 0.074557708508846 0.066528194619957
"1456" 0.0138 "0.8" 0.04 "High specificity - uncorrected" 0.0405625521434792 -0.00903614457831226 0.0854166666666664 0.0944528112449787
"1457" 0.225 "0.9" 0.01 "Max Youden - uncorrected" -0.002531094051871 -0.0277049180327869 0.0217036553524806 0.0494085733852675
"1458" 0.0144 "0.9" 0.01 "High specificity - uncorrected" 0.0210471750201894 0.00438596491228022 0.036555645816409 0.0321696809041288
"1461" 0.3564 "0.8" 0.04 "Max Youden - uncorrected" 0.0680886715281366 0.0349978659837814 0.100167644593462 0.0651697786096806
"1462" 0.016 "0.8" 0.04 "High specificity - uncorrected" 0.0780597033548224 0.0335365853658534 0.119238476953908 0.0857018915880546
